movie_clip,valence,arousal,true_val,val_bin_pred,aro_bin_pred,audio_val,val_actual,aro_actual,video_val,,Music Probability,,Correct measure,Match true_val,Correct measure corresponding output,voice_ratio,voice_ratio_updated (>20%),audio_val_actual,
TheBlindSide_011,0.62,0.25,high,0.39,0.34,low,0.8,0.88,high,,0.048,,video_val,stays,high,0.057628874,0,low,
TheBlindSide_012,0.47,0.5,low,0.58,0.47,high,0.67,0.78,high,,0.141,,video_val,discarded,high,0.227335421,0.227335421,low,
TheBlindSide_013,0.75,0.44,high,0.64,0.61,high,0.8,0.88,high,,0.033,,video_val,stays,high,0.568826479,0.568826479,high,
TheBlindSide_014,0.44,0.31,low,0.29,0.2,low,0.67,0.78,high,,0.076,,video_val,stays,high,0.505429651,0.505429651,high,
TheBlindSide_015,0.56,0.44,low,0.4,0.52,low,0.8,0.78,high,,0.025,,video_val,stays,high,0.796086227,0.796086227,high,
TheBlindSide_016,0.5,0.56,low,0.51,0.51,low,0.7,0.74,high,,0.686,,audio_val,stays,low,0,0,low,
TheBlindSide_017,0.75,0.44,high,0.8,0.75,high,0.7,0.72,high,,0.529,,audio_val,stays,high,0,0,low,
TheBlindSide_018,0.59,0.38,high,0.61,0.64,high,0.8,0.78,high,,0.16,,video_val,stays,high,0.606674321,0.606674321,high,
TheBlindSide_019,0.56,0.25,low,0.62,0.62,high,0.67,0.78,high,,0,,video_val,discarded,high,0.115430238,0,low,
TheBlindSide_020,0.78,0.25,high,0.61,0.45,high,0.8,0.88,high,,0.122,,video_val,stays,high,0.344646594,0.344646594,high,
TheBlindSide_021,0.66,0.38,high,0.56,0.49,low,0.8,0.88,high,,0.214,,video_val,stays,high,0.272680322,0.272680322,high,
TheBlindSide_022,0.56,0.44,low,0.74,0.6,high,0.8,0.78,high,,0,,video_val,discarded,high,0.323261497,0.323261497,low,
TheBlindSide_023,0.41,0.31,low,0.42,0.39,low,0.67,0.78,high,,0.127,,video_val,stays,high,0.397518438,0.397518438,high,
TheBlindSide_024,0.41,0.25,low,0.41,0.39,low,0.67,0.78,high,,0.072,,video_val,stays,high,0.331648362,0.331648362,high,
TheBlindSide_025,0.62,0.5,high,0.43,0.09,low,0.67,0.78,high,,0.039,,video_val,stays,high,0.332494909,0.332494909,high,
TheBlindSide_026,0.41,0.62,low,0.48,0.42,low,0.8,0.88,high,,0,,video_val,stays,high,0.447156271,0.447156271,high,
TheBlindSide_027,0.28,0.44,low,0.69,0.71,high,0.67,0.78,high,,0.212,,video_val,discarded,high,0.481243533,0.481243533,low,
TheBlindSide_028,0.22,0.19,low,0.44,0.31,low,0.8,0.78,high,,0.114,,video_val,stays,high,0.223540776,0.223540776,high,
TheBlindSide_029,0.56,0.38,low,0.44,0.5,low,0.67,0.78,high,,0.751,,audio_val,stays,low,0,0,low,
TheBlindSide_030,0.56,0.38,low,0.35,0.45,low,0.8,0.88,high,,0.086,,video_val,stays,high,0.50801703,0.50801703,high,
TheBlindSide_031,0.81,0.44,high,0.49,0.37,low,0.7,0.74,high,,0.031,,video_val,stays,high,0.181150677,0,low,
TheBlindSide_032,0.62,0.44,high,0.54,0.6,low,0.67,0.78,high,,0.021,,video_val,stays,high,0.37296297,0.37296297,high,
TheBlindSide_033,0.78,0.19,high,0.38,0.39,low,0.8,0.88,high,,0.029,,video_val,stays,high,0.107199421,0,low,
TheBlindSide_034,0.75,0.44,high,0.65,0.64,high,0.62,0.69,high,,0.25,,video_val,stays,high,0.709340409,0.709340409,high,
TheBlindSide_035,0.66,0.38,high,0.32,0.36,low,0.67,0.78,high,,0.02,,video_val,stays,high,0.153834763,0,low,
TheBlindSide_036,0.31,0.44,low,0.49,0.6,low,0.67,0.78,high,,0.077,,video_val,stays,high,0.265876568,0.265876568,high,
TheBlindSide_037,0.72,0.5,high,0.48,0.54,low,0.8,0.88,high,,0.051,,video_val,stays,high,0.700980197,0.700980197,high,
TheBlindSide_038,0.88,0.69,high,0.61,0.58,high,0.67,0.78,high,,0.183,,video_val,stays,high,0.696485279,0.696485279,high,
TheBlindSide_039,0.66,0.5,high,0.74,0.67,high,0.7,0.72,high,,0.119,,video_val,stays,high,0.491877912,0.491877912,high,
TheBlindSide_040,0.5,0.44,low,0.49,0.56,low,0.8,0.88,high,,0.139,,video_val,stays,high,0.444292461,0.444292461,high,
TheBlindSide_041,0.69,0.5,high,0.29,0.12,low,0.67,0.78,high,,0.279,,video_val,stays,high,0.009901923,0,low,
TheBlindSide_042,0.62,0.44,high,0.23,0.03,low,0.8,0.88,high,,0.727,,audio_val,stays,low,0,0,low,
TheBlindSide_043,0.38,0.38,low,0.39,0.35,low,0.7,0.74,high,,0.115,,video_val,stays,high,0.263696634,0.263696634,high,
TheBlindSide_044,0.12,0.25,low,0.44,0.27,low,0.67,0.78,high,,0.059,,video_val,stays,high,0.281585899,0.281585899,high,
TheBlindSide_045,0.91,0.19,high,0.51,0.29,low,0.8,0.88,high,,0.813,,audio_val,stays,low,0,0,low,
TheBlindSide_046,0.94,0.38,high,0.28,0.11,low,0.67,0.78,high,,0.144,,video_val,stays,high,0.307777007,0.307777007,high,
TheBlindSide_047,0.78,0.5,high,0.54,0.38,low,0.67,0.78,high,,0.015,,video_val,stays,high,0.726035349,0.726035349,high,
TheBlindSide_048,0.81,0.44,high,0.26,-0.11,low,0.67,0.78,high,,0.137,,video_val,stays,high,0.099853226,0,low,
TheBlindSide_049,0.66,0.5,high,0.6,0.81,high,0.8,0.78,high,,0.445,,video_val,stays,high,0.227891144,0.227891144,high,
TheBlindSide_050,0.66,0.44,high,0.52,0.46,low,0.8,0.88,high,,0.394,,video_val,stays,high,0.516886397,0.516886397,high,
TheBlindSide_051,0.41,0.38,low,0.18,0.36,low,0.67,0.78,high,,0.055,,video_val,stays,high,0.472425501,0.472425501,high,
TheBlindSide_052,0.78,0.44,high,0.54,0.43,low,0.62,0.69,high,,0.677,,audio_val,stays,low,0,0,low,
TheBlindSide_053,0.56,0.31,low,0.6,0.4,high,0.8,0.78,high,,0.71,,audio_val,discarded,high,0,0,low,
TheBlindSide_054,0.62,0.56,high,0.47,0.6,low,0.63,0.85,high,,0,,video_val,stays,high,0.436481406,0.436481406,high,
TheBlindSide_055,0.69,0.69,high,0.56,0.76,low,0.8,0.88,high,,0.071,,video_val,stays,high,0.714745818,0.714745818,high,
TheBlindSide_056,1,0.75,high,0.63,0.78,high,0.63,0.85,high,,0.709,,audio_val,stays,high,0,0,low,
TheBlindSide_057,0.44,0.62,low,0.42,0.61,low,0.67,0.78,high,,0.287,,video_val,stays,high,0.678855291,0.678855291,high,
TheBlindSide_058,0.69,0.25,high,0.48,0.33,low,0.67,0.78,high,,0.027,,video_val,stays,high,0.292525617,0.292525617,high,
TheBlindSide_059,0.94,0.62,high,0.56,0.39,low,0.67,0.78,high,,0.825,,audio_val,stays,low,0,0,low,
TheBlindSide_060,0.97,0.75,high,0.67,0.61,high,0.63,0.85,high,,0.769,,audio_val,stays,high,0,0,low,
TheBlindSide_061,0.78,0.62,high,0.55,0.75,low,0.63,0.85,high,,0.765,,audio_val,stays,low,0,0,low,
TheBlindSide_062,0.53,0.5,low,0.56,0.71,low,0.67,0.78,high,,0,,video_val,stays,high,0.645560252,0.645560252,high,
TheBlindSide_063,0.72,0.5,high,0.65,0.66,high,0.67,0.78,high,,0.047,,video_val,stays,high,0.600527545,0.600527545,high,
TheBlindSide_064,0.91,0.88,high,0.59,0.82,high,0.7,0.72,high,,0.773,,audio_val,stays,high,0,0,low,
TheBlindSide_065,0.47,0.62,low,0.44,0.42,low,0.8,0.88,high,,0.674,,audio_val,stays,low,0,0,low,
TheBlindSide_066,0.34,0.56,low,0.49,0.42,low,0.67,0.78,high,,0.035,,video_val,stays,high,0.414797094,0.414797094,high,
TheBlindSide_067,0.31,0.69,low,0.33,0.48,low,0.7,0.74,high,,0.048,,video_val,stays,high,0.207485709,0.207485709,high,
TheBlindSide_068,0.75,0.56,high,0.22,0.55,low,0.62,0.69,high,,0.15,,video_val,stays,high,0.624814813,0.624814813,high,
TheBlindSide_069,0.91,0.62,high,0.51,0.61,low,0.67,0.78,high,,0.113,,video_val,stays,high,0.534225166,0.534225166,high,
TheBlindSide_070,0.5,0.5,low,0.62,0.58,high,0.8,0.88,high,,0,,video_val,discarded,high,0.300576476,0.300576476,low,
TheBlindSide_071,0.38,0.62,low,0.53,0.56,low,0.67,0.78,high,,0.42,,video_val,stays,high,0.656854064,0.656854064,high,
TheBlindSide_072,0.47,0.5,low,0.58,0.54,high,0.7,0.74,high,,0.532,,audio_val,discarded,high,0,0,low,
TheBlindSide_073,0.53,0.38,low,0.53,0.45,low,0.8,0.88,high,,0.042,,video_val,stays,high,0.566658215,0.566658215,high,
TheBlindSide_074,0.44,0.44,low,0.46,0.51,low,0.62,0.57,high,,0.296,,video_val,stays,high,0.562686979,0.562686979,high,
TheBlindSide_075,0.22,0.19,low,0.1,0.16,low,0.67,0.78,high,,0.606,,audio_val,stays,low,0,0,low,
TheBlindSide_076,0.66,0.31,high,0.37,0.25,low,0.8,0.88,high,,0.37,,video_val,stays,high,0.112132199,0,low,
TheBlindSide_077,0.88,0.5,high,0.65,0.48,high,0.67,0.78,high,,0.035,,video_val,stays,high,0.482883716,0.482883716,high,
TheBlindSide_078,0.69,0.44,high,0.62,0.45,high,0.7,0.74,high,,0.101,,video_val,stays,high,0.539440561,0.539440561,high,
TheBlindSide_079,0.97,0.38,high,0.58,0.48,high,0.8,0.78,high,,0.514,,audio_val,stays,high,0,0,low,
TheBlindSide_080,0.88,0.56,high,0.77,0.57,high,0.67,0.78,high,,0.795,,audio_val,stays,high,0,0,low,
TheBlindSide_081,0.16,0.94,low,0.35,0.74,low,0.67,0.78,high,,0.036,,video_val,stays,high,0.660707027,0.660707027,high,
TheBlindSide_082,0.06,0.56,low,0.13,0.6,low,0.8,0.88,high,,0.174,,video_val,stays,high,0.489159335,0.489159335,high,
TheBlindSide_083,0.12,0.56,low,0.3,0.44,low,0.55,0.72,low,,0.43,,video_val,stays,low,0.498922021,0.498922021,high,
TheBlindSide_084,0.38,0.25,low,0.22,0.04,low,0.67,0.78,high,,0.437,,video_val,stays,high,0.181958456,0,low,
TheBlindSide_085,0.25,0.19,low,0.38,0.24,low,0.62,0.57,high,,0.154,,video_val,stays,high,0.025884259,0,low,
TheBlindSide_086,0.41,0.31,low,0.23,0.25,low,0.55,0.72,low,,0.405,,video_val,stays,low,0.544955815,0.544955815,high,
TheBlindSide_087,0.72,0.38,high,0.43,0.32,low,0.7,0.74,high,,0.166,,video_val,stays,high,0.413338861,0.413338861,high,
TheBlindSide_088,0.88,0.44,high,0.33,0.22,low,0.67,0.78,high,,0.362,,video_val,stays,high,0.465792154,0.465792154,high,
TheBlindSide_089,0.84,0.56,high,0.24,0.23,low,0.67,0.78,high,,0.425,,video_val,stays,high,0.351760661,0.351760661,high,
TheBlindSide_090,0.75,0.44,high,0.5,0.55,low,0.8,0.78,high,,0.183,,video_val,stays,high,0.708528282,0.708528282,high,
TheBlindSide_091,0.75,0.56,high,0.8,0.49,high,0.8,0.78,high,,0.098,,video_val,stays,high,0.721058709,0.721058709,high,
TheBlindSide_092,0.78,0.56,high,0.6,0.45,high,0.67,0.78,high,,0.115,,video_val,stays,high,0.54156599,0.54156599,high,
TheBlindSide_093,1,0.75,high,0.61,0.64,high,0.67,0.78,high,,0.765,,audio_val,stays,high,0,0,low,
AboutTime_000,0.72,0.12,high,0.7,0.5,high,0.63,0.85,high,,0.755,,audio_val,stays,high,0,0,low,
AboutTime_001,0.84,0.25,high,0.58,0.38,high,0.63,0.85,high,,0.771,,audio_val,stays,high,0,0,low,
AboutTime_002,0.78,0.38,high,0.65,0.54,high,0.63,0.85,high,,0.482,,video_val,stays,high,0.60561467,0.60561467,high,
AboutTime_003,0.59,0.25,high,0.38,0.29,low,0.8,0.88,high,,0.471,,video_val,stays,high,0.481590651,0.481590651,high,
AboutTime_004,0.66,0.75,high,0.47,0.54,low,0.67,0.78,high,,0.92,,audio_val,stays,low,0,0,low,
AboutTime_005,0.59,0.88,high,0.5,0.81,low,0.8,0.88,high,,0.562,,audio_val,stays,low,0,0,low,
AboutTime_006,0.69,0.56,high,0.58,0.6,high,0.8,0.88,high,,0.197,,video_val,stays,high,0.444331318,0.444331318,high,
AboutTime_007,0.44,0.69,low,0.53,0.31,low,0.8,0.88,high,,0.458,,video_val,stays,high,0.527065817,0.527065817,high,
AboutTime_008,0.5,0.75,low,0.43,0.23,low,0.7,0.72,high,,0.457,,video_val,stays,high,0.550748127,0.550748127,high,
AboutTime_009,0.44,0.81,low,0.45,0.42,low,0.77,0.82,high,,0.579,,audio_val,stays,low,0,0,low,
AboutTime_010,0.75,0.81,high,0.48,0.55,low,0.67,0.78,high,,0.36,,video_val,stays,high,0.622978712,0.622978712,high,
AboutTime_011,0.88,0.88,high,0.66,0.79,high,0.8,0.78,high,,0.754,,audio_val,stays,high,0,0,low,
AboutTime_012,0.66,0.69,high,0.62,0.49,high,0.8,0.88,high,,0.548,,audio_val,stays,high,0,0,low,
AboutTime_013,0.53,0.38,low,0.6,0.35,high,0.7,0.74,high,,0.407,,video_val,discarded,high,0.332915308,0.332915308,low,
AboutTime_014,0.78,0.81,high,0.71,0.51,high,0.8,0.78,high,,0.151,,video_val,stays,high,0.329259762,0.329259762,high,
AboutTime_015,0.41,0.88,low,0.4,0.94,low,0.57,0.79,high,,0.025,,video_val,stays,high,0.115327885,0,low,
AboutTime_016,0.75,0.31,high,0.39,0.36,low,0.7,0.72,high,,0.347,,video_val,stays,high,0.167429719,0,low,
AboutTime_017,0.78,0.44,high,0.41,0.28,low,0.62,0.75,high,,0.394,,video_val,stays,high,0.096905081,0,low,
AboutTime_018,0.56,0.5,low,0.82,0.56,high,0.67,0.78,high,,0.295,,video_val,discarded,high,0.611415051,0.611415051,low,
AboutTime_019,0.78,0.31,high,0.68,0.38,high,0.8,0.78,high,,0.658,,audio_val,stays,high,0,0,low,
AboutTime_020,0.5,0.56,low,0.27,0.5,low,0.67,0.78,high,,0.445,,video_val,stays,high,0.513082793,0.513082793,high,
AboutTime_021,0.25,0.56,low,0.27,0.31,low,0.7,0.74,high,,0.078,,video_val,stays,high,0.504748387,0.504748387,high,
AboutTime_022,0.84,0.75,high,0.51,0.36,low,0.67,0.78,high,,0.16,,video_val,stays,high,0.477342531,0.477342531,high,
AboutTime_023,0.44,0.56,low,0.57,0.34,high,0.67,0.78,high,,0.531,,audio_val,discarded,high,0,0,low,
AboutTime_024,0.25,0.12,low,0.54,0.44,low,0.63,0.85,high,,0.664,,audio_val,stays,low,0,0,low,
AboutTime_025,0.56,0.25,low,0.66,0.49,high,0.7,0.74,high,,0.662,,audio_val,discarded,high,0,0,low,
AboutTime_026,0.75,0.56,high,0.42,0.27,low,0.67,0.78,high,,0.806,,audio_val,stays,low,0,0,low,
AboutTime_027,0.88,0.69,high,0.31,0.28,low,0.67,0.78,high,,0.108,,video_val,stays,high,0.312829441,0.312829441,high,
AboutTime_028,0.91,0.69,high,0.65,0.37,high,0.8,0.88,high,,0.083,,video_val,stays,high,0.507952651,0.507952651,high,
AboutTime_029,0.84,0.38,high,0.45,0.13,low,0.67,0.78,high,,0.772,,audio_val,stays,low,0,0,low,
AboutTime_030,0.5,0.44,low,0.38,0.53,low,0.7,0.74,high,,0.582,,audio_val,stays,low,0,0,low,
AboutTime_031,0.75,0.88,high,0.15,0.22,low,0.57,0.79,high,,0.765,,audio_val,stays,low,0,0,low,
AboutTime_032,0.81,0.81,high,0.55,0.58,low,0.8,0.78,high,,0.837,,audio_val,stays,low,0,0,low,
AboutTime_033,0.5,0.88,low,0.37,0.37,low,0.67,0.78,high,,0.669,,audio_val,stays,low,0,0,low,
AboutTime_034,0.31,0.62,low,0.5,0.42,low,0.55,0.72,low,,0.165,,video_val,stays,low,0.573211578,0.573211578,high,
AboutTime_035,0.25,0.75,low,0.59,0.49,high,0.8,0.78,high,,0.169,,video_val,discarded,high,0.715886554,0.715886554,low,
AboutTime_036,0.56,0.62,low,0.49,0.41,low,0.67,0.78,high,,0.425,,video_val,stays,high,0.526994372,0.526994372,high,
AboutTime_037,0.69,0.69,high,0.44,0.43,low,0.67,0.78,high,,0.264,,video_val,stays,high,0.64315999,0.64315999,high,
AboutTime_038,0.12,0.81,low,0.5,0.58,low,0.62,0.69,high,,0.412,,video_val,stays,high,0.514548005,0.514548005,high,
AboutTime_039,0.56,0.56,low,0.39,0.42,low,0.67,0.78,high,,0.837,,audio_val,stays,low,0,0,low,
AboutTime_040,0.81,0.75,high,0.58,0.46,high,0.8,0.88,high,,0.812,,audio_val,stays,high,0,0,low,
AboutTime_041,0.59,0.44,high,0.41,0.32,low,0.8,0.78,high,,0.644,,audio_val,stays,low,0,0,low,
AboutTime_042,0.84,0.81,high,0.54,0.53,low,0.67,0.78,high,,0.842,,audio_val,stays,low,0,0,low,
AboutTime_043,0.78,0.38,high,0.41,0.27,low,0.8,0.78,high,,0.071,,video_val,stays,high,0.236010674,0.236010674,high,
AboutTime_044,0.84,0.38,high,0.79,0.63,high,0.8,0.88,high,,0.401,,video_val,stays,high,0.767846156,0.767846156,high,
AboutTime_045,0.62,0.31,high,0.68,0.43,high,0.8,0.88,high,,0.657,,audio_val,stays,high,0,0,low,
AboutTime_046,0.84,0.88,high,0.33,0.18,low,0.67,0.78,high,,0.676,,audio_val,stays,low,0,0,low,
AboutTime_047,0.69,0.75,high,0.45,0.14,low,0.63,0.85,high,,0.846,,audio_val,stays,low,0,0,low,
AboutTime_048,0.78,0.81,high,0.33,0.32,low,0.67,0.78,high,,0.101,,video_val,stays,high,0.061475375,0,low,
AboutTime_049,0.72,0.38,high,0.6,0.26,high,0.8,0.88,high,,0.054,,video_val,stays,high,0.238505442,0.238505442,high,
AboutTime_050,0.72,0.5,high,0.37,0.19,low,0.8,0.88,high,,0.034,,video_val,stays,high,0.027068224,0,low,
AboutTime_051,0.78,0.44,high,0.53,0.45,low,0.8,0.78,high,,0.226,,video_val,stays,high,0.414248293,0.414248293,high,
AboutTime_052,0.72,0.81,high,0.95,0.66,high,0.67,0.78,high,,0.436,,video_val,stays,high,0.640150545,0.640150545,high,
AboutTime_053,0.81,0.5,high,0.45,0.24,low,0.63,0.85,high,,0.148,,video_val,stays,high,0.561423032,0.561423032,high,
AboutTime_054,0.69,0.5,high,0.47,0.48,low,0.67,0.78,high,,0.888,,audio_val,stays,low,0,0,low,
AboutTime_055,0.84,0.44,high,0.46,0.33,low,0.7,0.74,high,,0.924,,audio_val,stays,low,0,0,low,
AboutTime_056,0.84,0.19,high,0.47,0.56,low,0.63,0.85,high,,0.913,,audio_val,stays,low,0,0,low,
AboutTime_057,0.5,1,low,0.59,0.72,high,0.67,0.78,high,,0.618,,audio_val,discarded,high,0,0,low,
AboutTime_058,0.47,0.31,low,0.39,0.43,low,0.63,0.85,high,,0.177,,video_val,stays,high,0.654348348,0.654348348,high,
AboutTime_059,0.5,0.56,low,0.26,0.35,low,0.8,0.88,high,,0.036,,video_val,stays,high,0.342392648,0.342392648,high,
AboutTime_060,0.56,0.44,low,0.46,0.23,low,0.8,0.88,high,,0.183,,video_val,stays,high,0.258524237,0.258524237,high,
AboutTime_061,0.88,0.5,high,0.42,0.12,low,0.7,0.74,high,,0.322,,video_val,stays,high,0.201159963,0.201159963,high,
AboutTime_062,0.84,0.5,high,0.47,0.4,low,0.8,0.88,high,,0.769,,audio_val,stays,low,0,0,low,
AboutTime_063,0.84,0.38,high,0.67,0.54,high,0.8,0.88,high,,0.743,,audio_val,stays,high,0,0,low,
AboutTime_064,0.88,0.31,high,0.66,0.45,high,0.67,0.78,high,,0.739,,audio_val,stays,high,0,0,low,
AboutTime_065,0.84,0.62,high,0.78,0.76,high,0.8,0.88,high,,0.346,,video_val,stays,high,0.488068381,0.488068381,high,
AboutTime_066,0.91,0.75,high,0.64,0.94,high,0.8,0.88,high,,0.715,,audio_val,stays,high,0,0,low,
AboutTime_067,0.38,0.5,low,0.45,0.49,low,0.8,0.88,high,,0.546,,audio_val,stays,low,0,0,low,
AboutTime_068,0.94,0.94,high,0.81,0.79,high,0.7,0.74,high,,0.45,,video_val,stays,high,0.130100674,0,low,
AboutTime_069,0.94,0.94,high,0.81,0.73,high,0.77,0.82,high,,0.491,,video_val,stays,high,0.633781781,0.633781781,high,
AboutTime_070,0.31,0.75,low,0.57,0.6,high,0.8,0.88,high,,0.135,,video_val,discarded,high,0.824172628,0.824172628,low,
AboutTime_071,0.91,0.88,high,0.48,0.7,low,0.8,0.88,high,,0.642,,audio_val,stays,low,0,0,low,
AboutTime_072,1,0.62,high,0.69,0.84,high,0.68,0.79,high,,0.857,,audio_val,stays,high,0,0,low,
AboutTime_073,0.84,0.88,high,0.43,0.83,low,0.68,0.79,high,,0.312,,video_val,stays,high,0.018226498,0,low,
AboutTime_074,0.72,0.44,high,0.48,0.25,low,0.62,0.69,high,,0.826,,audio_val,stays,low,0,0,low,
AboutTime_075,0.94,0.12,high,0.47,0.16,low,0.55,0.72,low,,0.261,,video_val,discarded,low,0.472117434,0.472117434,low,
AboutTime_076,0.28,0.31,low,0.39,0.22,low,0.8,0.88,high,,0.457,,video_val,stays,high,0.508484276,0.508484276,high,
AboutTime_077,0.72,0.12,high,0.34,0.21,low,0.68,0.79,high,,0.716,,audio_val,stays,low,0,0,low,
AboutTime_078,0.91,0.38,high,0.51,0.63,low,0.8,0.88,high,,0.805,,audio_val,stays,low,0,0,low,
AboutTime_079,0.78,0.5,high,0.75,0.53,high,0.67,0.78,high,,0.577,,audio_val,stays,high,0,0,low,
AboutTime_080,0.88,0.38,high,0.56,0.5,low,0.8,0.88,high,,0.811,,audio_val,stays,low,0,0,low,
AboutTime_081,0.66,0.44,high,0.54,0.59,low,0.8,0.88,high,,0.813,,audio_val,stays,low,0,0,low,
AboutTime_082,0.03,0.5,low,0.2,0.18,low,0.8,0.78,high,,0.074,,video_val,stays,high,0.339152488,0.339152488,high,
AboutTime_083,0.59,0.44,high,0.76,0.76,high,0.8,0.88,high,,0.802,,audio_val,stays,high,0,0,low,
AboutTime_084,0.28,0.38,low,0.38,0.34,low,0.67,0.78,high,,0.678,,audio_val,stays,low,0,0,low,
AboutTime_085,0.22,0.25,low,0.27,0.2,low,0.67,0.78,high,,0.162,,video_val,stays,high,0.389008599,0.389008599,high,
AboutTime_086,0.03,0.25,low,0.41,0.42,low,0.67,0.78,high,,0.051,,video_val,stays,high,0.48072478,0.48072478,high,
AboutTime_087,0.34,0.31,low,0.27,0.25,low,0.67,0.78,high,,0.185,,video_val,stays,high,0.279348207,0.279348207,high,
AboutTime_088,0.47,0.62,low,0.56,0.41,low,0.8,0.88,high,,0.82,,audio_val,stays,low,0,0,low,
AboutTime_089,0.5,0.81,low,0.42,0.77,low,0.8,0.88,high,,0.734,,audio_val,stays,low,0,0,low,
AboutTime_090,0.53,0.62,low,0.51,0.52,low,0.7,0.74,high,,0.749,,audio_val,stays,low,0,0,low,
AboutTime_091,0.19,1,low,0.64,0.57,high,0.67,0.78,high,,0.58,,audio_val,discarded,high,0,0,low,
AboutTime_092,0.41,0.69,low,0.26,0.22,low,0.67,0.78,high,,0.503,,audio_val,stays,low,0,0,low,
AboutTime_093,0.66,0.62,high,0.44,0.47,low,0.8,0.88,high,,0.218,,video_val,stays,high,0.331365484,0.331365484,high,
AboutTime_094,0.56,0.25,low,0.34,0.41,low,0.6,0.74,high,,0.74,,audio_val,stays,low,0,0,low,
AboutTime_095,0.88,0.25,high,0.3,0.42,low,0.62,0.69,high,,0.833,,audio_val,stays,low,0,0,low,
AboutTime_096,0.81,0.5,high,0.7,0.68,high,0.8,0.88,high,,0.102,,video_val,stays,high,0.788444977,0.788444977,high,
AboutTime_097,0.31,0.56,low,0.35,0.19,low,0.62,0.69,high,,0.486,,video_val,stays,high,0.509530938,0.509530938,high,
AboutTime_098,0.09,0.31,low,0.18,0.18,low,0.62,0.69,high,,0.43,,video_val,stays,high,0.141494018,0,low,
AboutTime_099,0.47,0.25,low,0.3,0.23,low,0.7,0.74,high,,0.078,,video_val,stays,high,0.094231422,0,low,
AboutTime_100,0.75,0.38,high,0.2,0.11,low,0.67,0.78,high,,0.387,,video_val,stays,high,0.082373167,0,low,
AboutTime_101,0.84,0.5,high,0.6,0.54,high,0.67,0.78,high,,0.139,,video_val,stays,high,0.533970113,0.533970113,high,
AboutTime_102,0.88,0.44,high,0.46,0.57,low,0.67,0.78,high,,0.645,,audio_val,stays,low,0,0,low,
AboutTime_103,0.94,0.56,high,0.59,0.81,high,0.8,0.88,high,,0.511,,audio_val,stays,high,0,0,low,
AboutTime_104,0.75,0.5,high,0.69,0.68,high,0.8,0.78,high,,0.734,,audio_val,stays,high,0,0,low,
AboutTime_105,0.5,0.62,low,0.42,0.66,low,0.7,0.85,high,,0.525,,audio_val,stays,low,0,0,low,
AboutTime_106,0.47,0.56,low,0.42,0.39,low,0.67,0.78,high,,0.035,,video_val,stays,high,0.4105596,0.4105596,high,
AboutTime_107,0.22,0.88,low,0.71,0.77,high,0.67,0.78,high,,0.671,,audio_val,discarded,high,0,0,low,
AboutTime_108,0.19,0.44,low,0.46,0.37,low,0.67,0.78,high,,0.708,,audio_val,stays,low,0,0,low,
AboutTime_109,0.09,0.31,low,0.18,0.13,low,0.67,0.78,high,,0.763,,audio_val,stays,low,0,0,low,
AboutTime_110,0.25,0.31,low,0.34,0.32,low,0.62,0.69,high,,0.575,,audio_val,stays,low,0,0,low,
AboutTime_111,0.09,0.31,low,0.16,-0.11,low,0.62,0.69,high,,0.232,,video_val,stays,high,0.367503074,0.367503074,high,
AboutTime_112,0.34,0.19,low,0.28,0.14,low,0.67,0.78,high,,0.644,,audio_val,stays,low,0,0,low,
AboutTime_113,0.19,0.31,low,0.25,-0.03,low,0.7,0.72,high,,0.667,,audio_val,stays,low,0,0,low,
AboutTime_114,0.53,0.5,low,0.46,0.2,low,0.67,0.78,high,,0.392,,video_val,stays,high,0.346225614,0.346225614,high,
AboutTime_115,0.62,0.25,high,0.46,0.27,low,0.8,0.88,high,,0.176,,video_val,stays,high,0.506112684,0.506112684,high,
AboutTime_116,0.66,0.38,high,0.15,0.27,low,0.67,0.78,high,,0.062,,video_val,stays,high,0.126723495,0,low,
AboutTime_117,0.16,0.25,low,0.38,0.21,low,0.67,0.78,high,,0.61,,audio_val,stays,low,0,0,low,
AboutTime_118,0.53,0.12,low,0.59,0.23,high,0.8,0.88,high,,0.357,,video_val,discarded,high,0.48738935,0.48738935,low,
AboutTime_119,0.69,0.06,high,0.42,0.31,low,0.7,0.74,high,,0.419,,video_val,stays,high,0.646552232,0.646552232,high,
AboutTime_120,0.28,0.12,low,0.38,0.27,low,0.7,0.74,high,,0.792,,audio_val,stays,low,0,0,low,
AboutTime_121,0.62,0.62,high,0.28,0.27,low,0.8,0.88,high,,0.027,,video_val,stays,high,0.075420155,0,low,
AboutTime_122,0.72,0.5,high,0.25,0.45,low,0.8,0.88,high,,0.126,,video_val,stays,high,0.473535203,0.473535203,high,
AboutTime_123,0.62,0.44,high,0.26,0.34,low,0.67,0.78,high,,0,,video_val,stays,high,0.089685979,0,low,
AboutTime_124,0.72,0.38,high,0.25,0.13,low,0.67,0.78,high,,0.623,,audio_val,stays,low,0,0,low,
AboutTime_125,0.66,0.44,high,0.3,0.29,low,0.63,0.85,high,,0.1,,video_val,stays,high,0.33565529,0.33565529,high,
AboutTime_126,0.5,0.56,low,0.58,0.66,high,0.7,0.72,high,,0.487,,video_val,discarded,high,0.368801218,0.368801218,low,
AboutTime_127,0.19,0.31,low,0.23,0.1,low,0.8,0.88,high,,0.044,,video_val,stays,high,0.058836492,0,low,
