movie_clip,valence,arousal,Fantasy,Romance,Drama,Comedy,Sport,Family,Sci-Fi,Biography,Crime
TheBlindSide_065,2.875,3.5,0,0,1,0,1,0,0,1,0
TheBlindSide_066,2.375,3.25,0,0,1,0,1,0,0,1,0
TheBlindSide_067,2.25,3.75,0,0,1,0,1,0,0,1,0
TheBlindSide_068,4.0,3.25,0,0,1,0,1,0,0,1,0
TheBlindSide_069,4.625,3.5,0,0,1,0,1,0,0,1,0
TheBlindSide_070,3.0,3.0,0,0,1,0,1,0,0,1,0
TheBlindSide_071,2.5,3.5,0,0,1,0,1,0,0,1,0
TheBlindSide_072,2.875,3.0,0,0,1,0,1,0,0,1,0
TheBlindSide_073,3.125,2.5,0,0,1,0,1,0,0,1,0
TheBlindSide_074,2.75,2.75,0,0,1,0,1,0,0,1,0
TheBlindSide_075,1.875,1.75,0,0,1,0,1,0,0,1,0
TheBlindSide_076,3.625,2.25,0,0,1,0,1,0,0,1,0
TheBlindSide_077,4.5,3.0,0,0,1,0,1,0,0,1,0
TheBlindSide_078,3.75,2.75,0,0,1,0,1,0,0,1,0
TheBlindSide_079,4.875,2.5,0,0,1,0,1,0,0,1,0
TheBlindSide_080,4.5,3.25,0,0,1,0,1,0,0,1,0
TheBlindSide_081,1.625,4.75,0,0,1,0,1,0,0,1,0
TheBlindSide_082,1.25,3.25,0,0,1,0,1,0,0,1,0
TheBlindSide_083,1.5,3.25,0,0,1,0,1,0,0,1,0
TheBlindSide_084,2.5,2.0,0,0,1,0,1,0,0,1,0
TheBlindSide_085,2.0,1.75,0,0,1,0,1,0,0,1,0
TheBlindSide_086,2.625,2.25,0,0,1,0,1,0,0,1,0
TheBlindSide_087,3.875,2.5,0,0,1,0,1,0,0,1,0
TheBlindSide_088,4.5,2.75,0,0,1,0,1,0,0,1,0
TheBlindSide_089,4.375,3.25,0,0,1,0,1,0,0,1,0
TheBlindSide_090,4.0,2.75,0,0,1,0,1,0,0,1,0
TheBlindSide_091,4.0,3.25,0,0,1,0,1,0,0,1,0
TheBlindSide_092,4.125,3.25,0,0,1,0,1,0,0,1,0
TheBlindSide_093,5.0,4.0,0,0,1,0,1,0,0,1,0
Gifted_000,2.375,3.25,0,0,1,0,0,0,0,0,0
Gifted_001,2.625,2.5,0,0,1,0,0,0,0,0,0
Gifted_002,2.375,3.0,0,0,1,0,0,0,0,0,0
Gifted_003,2.625,3.25,0,0,1,0,0,0,0,0,0
Gifted_004,2.875,2.25,0,0,1,0,0,0,0,0,0
Gifted_005,2.375,3.0,0,0,1,0,0,0,0,0,0
Gifted_006,2.75,3.25,0,0,1,0,0,0,0,0,0
Gifted_007,3.875,1.75,0,0,1,0,0,0,0,0,0
Gifted_008,4.125,1.75,0,0,1,0,0,0,0,0,0
Gifted_009,2.0,3.0,0,0,1,0,0,0,0,0,0
Gifted_010,3.0,3.0,0,0,1,0,0,0,0,0,0
Gifted_011,3.375,3.25,0,0,1,0,0,0,0,0,0
Gifted_012,2.875,2.75,0,0,1,0,0,0,0,0,0
Gifted_013,2.5,3.0,0,0,1,0,0,0,0,0,0
Gifted_014,2.0,3.0,0,0,1,0,0,0,0,0,0
Gifted_015,2.125,3.0,0,0,1,0,0,0,0,0,0
Gifted_016,2.25,3.25,0,0,1,0,0,0,0,0,0
Gifted_017,2.25,3.75,0,0,1,0,0,0,0,0,0
Gifted_018,1.875,4.25,0,0,1,0,0,0,0,0,0
Gifted_019,1.625,4.5,0,0,1,0,0,0,0,0,0
Gifted_020,1.625,4.25,0,0,1,0,0,0,0,0,0
Gifted_021,1.875,3.0,0,0,1,0,0,0,0,0,0
Gifted_022,2.0,4.0,0,0,1,0,0,0,0,0,0
Gifted_023,2.5,2.0,0,0,1,0,0,0,0,0,0
Gifted_024,2.625,2.25,0,0,1,0,0,0,0,0,0
Gifted_025,4.375,1.75,0,0,1,0,0,0,0,0,0
Gifted_026,4.0,1.75,0,0,1,0,0,0,0,0,0
Gifted_027,1.375,4.75,0,0,1,0,0,0,0,0,0
Gifted_028,1.25,4.75,0,0,1,0,0,0,0,0,0
Gifted_029,2.25,2.5,0,0,1,0,0,0,0,0,0
Gifted_030,2.625,2.0,0,0,1,0,0,0,0,0,0
Gifted_031,3.625,2.0,0,0,1,0,0,0,0,0,0
Gifted_032,2.75,2.5,0,0,1,0,0,0,0,0,0
Gifted_033,3.125,2.5,0,0,1,0,0,0,0,0,0
Gifted_034,3.125,2.25,0,0,1,0,0,0,0,0,0
Gifted_035,3.5,2.75,0,0,1,0,0,0,0,0,0
Gifted_036,3.625,3.0,0,0,1,0,0,0,0,0,0
Gifted_037,3.75,2.25,0,0,1,0,0,0,0,0,0
Gifted_038,2.5,4.0,0,0,1,0,0,0,0,0,0
Gifted_039,3.0,2.75,0,0,1,0,0,0,0,0,0
Gifted_040,4.375,3.0,0,0,1,0,0,0,0,0,0
Gifted_041,3.75,2.25,0,0,1,0,0,0,0,0,0
Gifted_042,3.0,3.0,0,0,1,0,0,0,0,0,0
Gifted_043,3.25,2.25,0,0,1,0,0,0,0,0,0
Gifted_044,4.0,2.0,0,0,1,0,0,0,0,0,0
Gifted_045,2.875,2.25,0,0,1,0,0,0,0,0,0
Gifted_046,4.0,2.25,0,0,1,0,0,0,0,0,0
Gifted_047,2.875,2.0,0,0,1,0,0,0,0,0,0
Gifted_048,2.125,2.75,0,0,1,0,0,0,0,0,0
Gifted_049,4.625,2.75,0,0,1,0,0,0,0,0,0
Gifted_050,4.625,3.0,0,0,1,0,0,0,0,0,0
Gifted_051,4.625,2.75,0,0,1,0,0,0,0,0,0
Gifted_052,1.625,2.0,0,0,1,0,0,0,0,0,0
Gifted_053,1.0,4.25,0,0,1,0,0,0,0,0,0
Gifted_054,1.125,4.75,0,0,1,0,0,0,0,0,0
Gifted_055,1.25,3.0,0,0,1,0,0,0,0,0,0
Gifted_056,2.375,2.75,0,0,1,0,0,0,0,0,0
Gifted_057,3.25,2.75,0,0,1,0,0,0,0,0,0
Gifted_058,1.625,4.75,0,0,1,0,0,0,0,0,0
Gifted_059,1.375,4.75,0,0,1,0,0,0,0,0,0
Gifted_060,1.5,3.0,0,0,1,0,0,0,0,0,0
Gifted_061,2.25,1.75,0,0,1,0,0,0,0,0,0
Gifted_062,2.375,2.5,0,0,1,0,0,0,0,0,0
Gifted_063,2.625,1.75,0,0,1,0,0,0,0,0,0
Gifted_064,3.875,2.75,0,0,1,0,0,0,0,0,0
Gifted_065,4.125,3.0,0,0,1,0,0,0,0,0,0
Gifted_066,4.625,4.0,0,0,1,0,0,0,0,0,0
TheJudge_000,2.0,2.5,0,0,1,0,0,0,0,0,1
TheJudge_001,3.875,2.75,0,0,1,0,0,0,0,0,1
TheJudge_002,1.875,3.5,0,0,1,0,0,0,0,0,1
TheJudge_003,1.375,4.5,0,0,1,0,0,0,0,0,1
TheJudge_004,1.125,4.75,0,0,1,0,0,0,0,0,1
TheJudge_005,1.375,4.0,0,0,1,0,0,0,0,0,1
TheJudge_006,2.625,2.0,0,0,1,0,0,0,0,0,1
TheJudge_007,2.0,1.75,0,0,1,0,0,0,0,0,1
TheJudge_008,2.75,2.75,0,0,1,0,0,0,0,0,1
TheJudge_009,2.75,2.75,0,0,1,0,0,0,0,0,1
TheJudge_010,2.75,2.75,0,0,1,0,0,0,0,0,1
TheJudge_011,2.125,2.5,0,0,1,0,0,0,0,0,1
TheJudge_012,3.0,2.5,0,0,1,0,0,0,0,0,1
TheJudge_013,3.0,2.5,0,0,1,0,0,0,0,0,1
TheJudge_014,2.125,3.5,0,0,1,0,0,0,0,0,1
TheJudge_015,2.0,2.75,0,0,1,0,0,0,0,0,1
TheJudge_016,1.875,2.25,0,0,1,0,0,0,0,0,1
TheJudge_017,2.875,2.75,0,0,1,0,0,0,0,0,1
TheJudge_018,2.125,3.5,0,0,1,0,0,0,0,0,1
TheJudge_019,2.875,3.0,0,0,1,0,0,0,0,0,1
TheJudge_020,3.375,2.75,0,0,1,0,0,0,0,0,1
TheJudge_021,3.125,2.75,0,0,1,0,0,0,0,0,1
TheJudge_022,2.0,2.5,0,0,1,0,0,0,0,0,1
TheJudge_023,1.875,3.5,0,0,1,0,0,0,0,0,1
TheJudge_024,2.5,2.25,0,0,1,0,0,0,0,0,1
TheJudge_025,3.0,3.5,0,0,1,0,0,0,0,0,1
TheJudge_026,2.0,2.5,0,0,1,0,0,0,0,0,1
TheJudge_027,4.0,3.0,0,0,1,0,0,0,0,0,1
TheJudge_028,3.875,3.0,0,0,1,0,0,0,0,0,1
TheJudge_029,3.0,2.75,0,0,1,0,0,0,0,0,1
TheJudge_030,2.375,3.5,0,0,1,0,0,0,0,0,1
TheJudge_031,2.75,3.5,0,0,1,0,0,0,0,0,1
TheJudge_032,2.5,3.0,0,0,1,0,0,0,0,0,1
TheJudge_033,1.5,4.5,0,0,1,0,0,0,0,0,1
TheJudge_034,1.25,4.75,0,0,1,0,0,0,0,0,1
TheJudge_035,1.25,5.0,0,0,1,0,0,0,0,0,1
TheJudge_036,1.625,4.0,0,0,1,0,0,0,0,0,1
TheJudge_037,1.375,5.0,0,0,1,0,0,0,0,0,1
TheJudge_038,1.625,4.0,0,0,1,0,0,0,0,0,1
TheJudge_039,1.75,2.75,0,0,1,0,0,0,0,0,1
TheJudge_040,1.75,3.25,0,0,1,0,0,0,0,0,1
TheJudge_041,1.0,3.25,0,0,1,0,0,0,0,0,1
TheJudge_042,1.25,4.75,0,0,1,0,0,0,0,0,1
TheJudge_043,2.0,4.0,0,0,1,0,0,0,0,0,1
TheJudge_044,2.125,4.0,0,0,1,0,0,0,0,0,1
TheJudge_045,1.125,5.0,0,0,1,0,0,0,0,0,1
TheJudge_046,3.375,1.5,0,0,1,0,0,0,0,0,1
TheJudge_047,4.125,1.25,0,0,1,0,0,0,0,0,1
TheJudge_048,4.25,2.0,0,0,1,0,0,0,0,0,1
TheJudge_049,3.625,1.25,0,0,1,0,0,0,0,0,1
TheJudge_050,4.5,2.25,0,0,1,0,0,0,0,0,1
TheJudge_051,2.875,2.75,0,0,1,0,0,0,0,0,1
TheJudge_052,2.75,3.25,0,0,1,0,0,0,0,0,1
TheJudge_053,2.625,3.0,0,0,1,0,0,0,0,0,1
TheJudge_054,2.75,2.0,0,0,1,0,0,0,0,0,1
TheJudge_055,4.0,3.25,0,0,1,0,0,0,0,0,1
TheJudge_056,3.0,2.75,0,0,1,0,0,0,0,0,1
TheJudge_057,1.625,2.75,0,0,1,0,0,0,0,0,1
TheJudge_058,1.625,5.0,0,0,1,0,0,0,0,0,1
TheJudge_059,1.375,4.5,0,0,1,0,0,0,0,0,1
TheJudge_060,2.75,3.25,0,0,1,0,0,0,0,0,1
TheJudge_061,2.0,4.5,0,0,1,0,0,0,0,0,1
TheJudge_062,3.25,2.75,0,0,1,0,0,0,0,0,1
TheJudge_063,3.375,3.5,0,0,1,0,0,0,0,0,1
TheJudge_064,3.625,3.25,0,0,1,0,0,0,0,0,1
TheJudge_065,3.5,3.5,0,0,1,0,0,0,0,0,1
TheJudge_066,4.5,3.25,0,0,1,0,0,0,0,0,1
TheJudge_067,3.5,3.0,0,0,1,0,0,0,0,0,1
TheJudge_068,4.625,2.0,0,0,1,0,0,0,0,0,1
TheJudge_069,4.5,3.0,0,0,1,0,0,0,0,0,1
TheJudge_070,2.0,2.25,0,0,1,0,0,0,0,0,1
TheJudge_071,3.0,2.5,0,0,1,0,0,0,0,0,1
TheJudge_072,2.125,4.5,0,0,1,0,0,0,0,0,1
TheJudge_073,1.875,3.25,0,0,1,0,0,0,0,0,1
TheJudge_074,2.125,3.25,0,0,1,0,0,0,0,0,1
TheJudge_075,4.25,3.0,0,0,1,0,0,0,0,0,1
TheJudge_076,4.25,3.0,0,0,1,0,0,0,0,0,1
TheJudge_077,4.5,3.0,0,0,1,0,0,0,0,0,1
TheJudge_078,4.375,3.25,0,0,1,0,0,0,0,0,1
TheJudge_079,4.25,4.5,0,0,1,0,0,0,0,0,1
TheJudge_080,3.875,3.5,0,0,1,0,0,0,0,0,1
TheJudge_081,2.375,3.0,0,0,1,0,0,0,0,0,1
TheJudge_082,2.375,2.75,0,0,1,0,0,0,0,0,1
TheJudge_083,3.0,2.75,0,0,1,0,0,0,0,0,1
TheJudge_084,1.25,4.5,0,0,1,0,0,0,0,0,1
TheJudge_085,2.125,2.75,0,0,1,0,0,0,0,0,1
TheJudge_086,3.125,2.75,0,0,1,0,0,0,0,0,1
TheJudge_087,4.125,3.0,0,0,1,0,0,0,0,0,1
TheJudge_088,4.0,2.75,0,0,1,0,0,0,0,0,1
TheJudge_089,4.25,2.5,0,0,1,0,0,0,0,0,1
TheJudge_090,4.25,3.0,0,0,1,0,0,0,0,0,1
TheJudge_091,3.875,3.0,0,0,1,0,0,0,0,0,1
TheJudge_092,2.0,2.5,0,0,1,0,0,0,0,0,1
TheJudge_093,1.625,1.75,0,0,1,0,0,0,0,0,1
TheJudge_094,4.375,3.25,0,0,1,0,0,0,0,0,1
TheJudge_095,3.125,2.25,0,0,1,0,0,0,0,0,1
TheJudge_096,3.625,2.75,0,0,1,0,0,0,0,0,1
TheJudge_097,3.375,2.5,0,0,1,0,0,0,0,0,1
TheJudge_098,3.25,2.25,0,0,1,0,0,0,0,0,1
TheJudge_099,4.125,2.0,0,0,1,0,0,0,0,0,1
TheJudge_100,2.875,2.75,0,0,1,0,0,0,0,0,1
TheJudge_101,3.75,3.25,0,0,1,0,0,0,0,0,1
TheJudge_102,4.875,2.75,0,0,1,0,0,0,0,0,1
TheJudge_103,4.75,3.5,0,0,1,0,0,0,0,0,1
TheJudge_104,1.125,5.0,0,0,1,0,0,0,0,0,1
TheJudge_105,1.0,5.0,0,0,1,0,0,0,0,0,1
TheJudge_106,1.0,5.0,0,0,1,0,0,0,0,0,1
TheJudge_107,1.25,5.0,0,0,1,0,0,0,0,0,1
TheJudge_108,1.0,5.0,0,0,1,0,0,0,0,0,1
TheJudge_109,1.25,4.75,0,0,1,0,0,0,0,0,1
TheJudge_110,1.125,5.0,0,0,1,0,0,0,0,0,1
TheJudge_111,1.125,4.75,0,0,1,0,0,0,0,0,1
TheJudge_112,1.375,3.5,0,0,1,0,0,0,0,0,1
TheJudge_113,2.875,3.0,0,0,1,0,0,0,0,0,1
TheJudge_114,2.0,2.75,0,0,1,0,0,0,0,0,1
TheJudge_115,1.5,2.0,0,0,1,0,0,0,0,0,1
TheJudge_116,1.625,2.5,0,0,1,0,0,0,0,0,1
TheJudge_117,3.375,2.5,0,0,1,0,0,0,0,0,1
TheJudge_118,3.25,2.75,0,0,1,0,0,0,0,0,1
TheJudge_119,2.875,3.0,0,0,1,0,0,0,0,0,1
TheJudge_120,2.25,2.5,0,0,1,0,0,0,0,0,1
TheJudge_121,3.25,2.5,0,0,1,0,0,0,0,0,1
TheJudge_122,1.875,4.5,0,0,1,0,0,0,0,0,1
TheJudge_123,3.125,3.0,0,0,1,0,0,0,0,0,1
TheJudge_124,1.375,3.75,0,0,1,0,0,0,0,0,1
TheJudge_125,1.5,5.0,0,0,1,0,0,0,0,0,1
TheJudge_126,1.875,3.75,0,0,1,0,0,0,0,0,1
TheJudge_127,2.25,2.5,0,0,1,0,0,0,0,0,1
TheJudge_128,1.625,3.25,0,0,1,0,0,0,0,0,1
TheJudge_129,1.75,4.0,0,0,1,0,0,0,0,0,1
TheJudge_130,1.875,4.0,0,0,1,0,0,0,0,0,1
TheJudge_131,1.625,2.25,0,0,1,0,0,0,0,0,1
TheJudge_132,2.875,2.25,0,0,1,0,0,0,0,0,1
TheJudge_133,2.375,2.75,0,0,1,0,0,0,0,0,1
TheJudge_134,1.875,2.5,0,0,1,0,0,0,0,0,1
TheJudge_135,1.75,2.0,0,0,1,0,0,0,0,0,1
TheJudge_136,2.75,2.0,0,0,1,0,0,0,0,0,1
TheJudge_137,2.25,3.5,0,0,1,0,0,0,0,0,1
TheJudge_138,2.375,3.0,0,0,1,0,0,0,0,0,1
TheJudge_139,2.0,4.5,0,0,1,0,0,0,0,0,1
TheJudge_140,1.625,5.0,0,0,1,0,0,0,0,0,1
TheJudge_141,2.0,3.0,0,0,1,0,0,0,0,0,1
TheJudge_142,1.5,3.25,0,0,1,0,0,0,0,0,1
TheJudge_143,3.625,2.25,0,0,1,0,0,0,0,0,1
TheJudge_144,4.0,2.25,0,0,1,0,0,0,0,0,1
TheJudge_145,3.25,2.25,0,0,1,0,0,0,0,0,1
TheJudge_146,4.375,2.5,0,0,1,0,0,0,0,0,1
TheJudge_147,4.25,3.0,0,0,1,0,0,0,0,0,1
TheJudge_148,4.875,1.5,0,0,1,0,0,0,0,0,1
TheJudge_149,3.0,2.25,0,0,1,0,0,0,0,0,1
TheJudge_150,3.625,2.0,0,0,1,0,0,0,0,0,1
TheJudge_151,4.375,3.0,0,0,1,0,0,0,0,0,1
TheJudge_152,3.125,3.0,0,0,1,0,0,0,0,0,1
TheJudge_153,4.5,1.75,0,0,1,0,0,0,0,0,1
